participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.gender,player.age,player.affiliation,player.decision_reason,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
13,rm5vy3bt,SUB11,0,139,139,q,final,2025-11-10 01:30:02.913967,1,,,3067.0,13,,0.0,女性,26,29,グループの中で一番高い投資額になることが重要と考えたので、毎回10にした。投資額が一番もしくは同率一位である限りは損をしないので、最下位には絶対ならないように10で投資した。,1,1,l5e4ykqp,,,,,0
14,zx78nx0d,SUB12,0,139,139,q,final,2025-11-10 01:30:02.933973,1,,,2000.0,14,,0.0,男性,30,18,max profits,1,1,l5e4ykqp,,,,,0
15,79fzxyfd,SUB15,0,139,139,q,final,2025-11-10 01:30:03.018469,1,,,2200.0,15,,0.0,女性,25,14,最高利益率を得るために必ず自分が最高額投資者になること,1,1,l5e4ykqp,,,,,0
16,3l77mar7,SUB16,0,139,139,q,final,2025-11-10 01:30:03.599485,1,,,2773.0,16,,0.0,女性,19,10,１ラウンド目は相手との駆け引き等考えつつ、様子見で10にしたら同じグループの人もみんな10であり、たぶんみんな10がもっとも安定に利得を得られると考えていたのか、ずっと10をだしていて、私も同様の思考で10を出し続けた。  ,1,1,l5e4ykqp,,,,,0
17,f72ytn2t,SUB17,0,139,139,q,final,2025-11-10 01:30:03.621420,1,,,2200.0,17,,0.0,女性,22,2,後半以降ではほかのメンバーが10ポイント投資するだろうと予想ができたので、グループ内の同率最高獲得金額になるように投資額を決めた。,1,1,l5e4ykqp,,,,,0
18,p6006kew,SUB18,0,139,139,q,final,2025-11-10 01:30:03.723683,1,,,2840.0,18,,0.0,男性,25,22,相手の獲得できる収益と比較して、できれば自分のものが高くなるように決定した,1,1,l5e4ykqp,,,,,0
19,02j6vi2c,SUB19,0,139,139,q,final,2025-11-10 01:30:03.754032,1,,,3067.0,19,,0.0,男性,21,5,利益を得ること,1,1,l5e4ykqp,,,,,0
20,nzenq998,SUB20,0,139,139,q,final,2025-11-10 01:30:03.775841,1,,,2160.0,20,,0.0,男性,19,11,自身が得られる利益を優先した。,1,1,l5e4ykqp,,,,,0
21,ag9rhnkf,SUB21,0,139,139,q,final,2025-11-10 01:30:03.788705,1,,,3067.0,21,,0.0,男性,20,10,数字が大きいほうが収率が高くなるので、10にしました。,1,1,l5e4ykqp,,,,,0
22,90kgowjf,SUB22,0,139,139,q,final,2025-11-10 01:30:03.799975,1,,,2000.0,22,,0.0,男性,25,23,いつも10ポイントを投資するようにした。それが最大のリターンを得る手だと考えたから。,1,1,l5e4ykqp,,,,,0
23,tl41auqv,SUB24,0,139,139,q,final,2025-11-10 01:30:03.899752,1,,,2340.0,23,,0.0,男性,24,27,10ポイントを投資することで、自分が得られる利益が最大化する。他者の投資額により、多少変動するが、最終的には、3人とも10ポイント投資する状態に収束する？,1,1,l5e4ykqp,,,,,0
24,s39aihz7,SUB23,0,139,139,q,final,2025-11-10 01:30:04.182029,1,,,2498.0,24,,0.0,男性,21,10,どう投資するのが最も効率的か,1,1,l5e4ykqp,,,,,0
