participant.label,round 1_contribute,round 2_contribute,round 3_contribute,round 4_contribute,round 5_contribute,round 6_contribute,round 7_contribute,round 8_contribute,round 9_contribute,round 10_contribute,round 1_mpcr,round 2_mpcr,round 3_mpcr,round 4_mpcr,round 5_mpcr,round 6_mpcr,round 7_mpcr,round 8_mpcr,round 9_mpcr,round 10_mpcr,round 1_payoff,round 2_payoff,round 3_payoff,round 4_payoff,round 5_payoff,round 6_payoff,round 7_payoff,round 8_payoff,round 9_payoff,round 10_payoff,round 1_total_contribution,round 2_total_contribution,round 3_total_contribution,round 4_total_contribution,round 5_total_contribution,round 6_total_contribution,round 7_total_contribution,round 8_total_contribution,round 9_total_contribution,round 10_total_contribution,round 1_id_subsession,round 2_id_subsession,round 3_id_subsession,round 4_id_subsession,round 5_id_subsession,round 6_id_subsession,round 7_id_subsession,round 8_id_subsession,round 9_id_subsession,round 10_id_subsession,alpha_med,beta_med,player.gender,player.age,player.affiliation
03SUB19,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.6,0.75,0.6,0.6,0.75,0.6,0.6,0.6,18,21,18,15,18,18,15,18,18,18,30,28,30,20,30,30,20,30,30,30,3,2,2,3,3,8,7,2,7,3,-0.0215,0.407,男性,22,10
03SUB20,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,21.75,18,18,18,15,18,18,18,18,18,29,30,30,30,20,30,30,30,30,30,5,1,3,5,4,1,4,4,6,4,-0.0215,0.0555,男性,19,4
03SUB21,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.75,0.6,0.75,0.75,0.6,0.6,0.6,0.6,18,18,15,18,15,21.75,18,18,18,18,30,30,20,30,20,29,30,30,30,30,4,4,8,5,1,4,2,6,5,1,-0.0215,0.0555,男性,24,22
03SUB22,10,10,10,10,10,10,0,10,10,10,0.6,0.75,0.75,0.6,0.6,0.75,0.3,0.6,0.6,0.6,18,21.75,15,18,18,15,16,18,18,18,30,29,20,30,30,20,20,30,30,30,6,5,5,4,7,3,7,3,2,8,0.024,0.0555,男性,23,22
03SUB23,10,9,10,10,10,10,10,10,10,10,0.6,0.3,0.75,0.6,0.6,0.6,0.75,0.6,0.6,0.6,18,9.7,21.75,18,18,18,15,18,18,18,30,29,29,30,30,30,20,30,30,30,3,5,1,7,2,7,7,2,3,8,-0.0215,0.5675,男性,28,22
03SUB24,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.75,0.6,0.75,0.6,0.75,0.6,0.6,0.6,18,18,15,18,15,18,15,18,18,18,30,30,20,30,20,30,20,30,30,30,4,1,5,2,1,8,8,8,7,5,-0.0215,0.0555,男性,25,22
03sub25,10,10,0,10,10,10,10,10,10,10,0.9,0.6,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,22.5,18,16,18,18,18,18,18,18,18,25,30,20,30,30,30,30,30,30,30,16,10,10,12,14,13,11,14,13,12,0.024,0.0555,女性,22,10
03sub26,0,0,10,10,10,10,10,10,10,10,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,16,16,18,18,18,18,18,18,18,21.75,20,20,30,30,30,30,30,30,30,29,12,9,16,10,12,15,10,13,13,9,-0.0215,0.0555,女性,21,2
03sub27,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,9,13,13,9,10,13,9,10,12,12,-0.1995,0.5145,男性,21,10
03sub28,6,5,3,9,10,10,10,10,10,10,0.3,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,11.5,12.5,13.9,12.4,18,18,18,18,18,18,25,25,23,19,30,30,30,30,30,30,14,15,14,13,15,11,10,15,12,14,-0.1695,0.6275,男性,24,22
03sub29,10,10,10,10,10,10,10,10,10,10,0.9,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.75,25.2,18,17.25,18,18,18,18,18,18,21.75,28,30,23,30,30,30,30,30,30,29,15,14,14,9,12,15,16,11,10,9,-0.0215,0.0555,男性,22,10
03sub30,9,10,10,10,10,10,10,10,10,10,0.45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,13.6,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,15,10,9,14,13,9,12,9,16,10,-0.1695,0.85,男性,23,2
03sub31,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,15,18,18,18,18,18,18,18,18,30,20,30,30,30,30,30,30,30,30,13,9,12,12,10,13,12,16,10,12,-0.0215,0.0555,女性,20,22
03sub32,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,15,17.25,18,18,18,18,18,18,18,30,20,23,30,30,30,30,30,30,30,13,9,14,12,12,12,13,11,14,10,0.024,0.0555,女性,24,27
03sub33,7,8,10,10,10,10,10,10,10,10,0.3,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,10.5,10.4,18,18,18,18,18,18,18,18,25,28,30,30,30,30,30,30,30,30,16,11,13,9,16,11,16,13,9,14,0.024,0.0555,女性,24,22
03sub34,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,15,18,18,18,18,18,18,18,30,30,20,30,30,30,30,30,30,30,11,10,10,10,16,12,9,14,16,11,0.024,0.0555,女性,22,5
03sub35,9,10,10,10,10,10,10,10,10,10,0.45,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,13.6,18,18,17.1,18,18,18,18,18,18,28,30,30,19,30,30,30,30,30,30,15,12,12,13,16,14,14,15,15,13,0.024,0.0555,女性,19,7
03sub36,8,10,10,0,10,10,10,10,10,10,0.6,0.6,0.6,0.3,0.6,0.6,0.6,0.6,0.6,0.6,17,18,18,16,18,18,18,18,18,18,25,30,30,20,30,30,30,30,30,30,16,12,16,15,9,14,11,12,11,13,0.024,0.0555,女性,21,14
03sub37,10,10,10,10,10,10,10,10,10,10,0.75,0.75,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,21,18.75,18,18,16.5,18,18,18,18,18,28,25,30,30,22,30,30,30,30,30,9,15,11,10,11,12,14,12,10,15,0.024,0.0555,男性,21,10
03sub38,8,10,10,10,10,10,10,10,10,10,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,10.4,18,18,18,18,18,18,18,18,18,28,30,30,30,30,30,30,30,30,30,9,13,11,14,15,16,15,9,9,15,-0.0215,0.644,女性,26,10
03sub39,9,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,16,18,18,18,18,18,18,18,18,18,25,30,30,30,30,30,30,30,30,30,14,14,16,16,15,9,9,10,15,11,0.024,0.0555,女性,23,10
03sub40,9,10,10,10,10,10,10,10,10,10,0.3,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,9.7,18,18,15,18,18,18,18,18,18,29,30,30,20,30,30,30,30,30,30,10,16,15,15,14,14,10,10,14,10,-0.063,0.0555,男性,21,10
03sub41,10,10,10,10,10,10,10,10,10,9,0.9,0.75,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.3,22.5,18.75,18,15,18,18,18,18,18,9.7,25,25,30,20,30,30,30,30,30,29,14,15,15,15,9,16,14,11,15,9,0.024,0.85,男性,20,4
03sub42,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,15,18,18,18,18,18,18,18,18,18,20,30,30,30,30,30,30,30,30,30,12,16,9,11,14,10,16,16,9,13,-0.0215,0.0555,女性,30,18
03sub43,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.6,15,18,18,18,16.5,18,18,18,18,18,20,30,30,30,22,30,30,30,30,30,12,14,11,16,11,16,12,16,12,16,-0.1015,0.2365,男性,27,22
03sub44,10,10,10,10,10,10,10,10,10,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,11,12,13,14,9,15,15,9,11,14,0.024,0.85,女性,24,14
03sub45,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.75,18,18,18,18,18,18,18,18,18,29,30,30,30,30,30,30,30,30,30,10,16,12,16,10,11,15,12,14,16,-0.0215,0.0555,男性,22,10
03sub46,10,10,10,10,10,10,10,10,10,10,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.75,18,18,18,18,18,18,18,18,18,29,30,30,30,30,30,30,30,30,30,10,13,9,11,13,10,11,13,13,16,-0.0215,0.0555,男性,24,10
03sub47,10,10,10,0,2,10,10,10,10,10,0.6,0.75,0.75,0.3,0.3,0.6,0.6,0.6,0.6,0.6,18,21,15,15.7,14.6,18,18,18,18,18,30,28,20,19,22,30,30,30,30,30,13,11,10,13,11,10,13,14,16,15,0.024,-0.0715,女性,23,22
03sub48,10,10,10,10,10,10,10,10,10,10,0.6,0.75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,18,21,18,18,18,18,18,18,18,18,30,28,30,30,30,30,30,30,30,30,11,11,15,11,13,9,13,15,11,11,0.024,0.0555,男性,24,3
