participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.gender,player.age,player.affiliation,player.decision_reason,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,vdihyf5m,SUB11,0,139,139,q,final,2025-10-29 01:33:12.187352,1,,,2267.0,11,,0.0,女性,23,10,相手の意思決定に影響されない範囲で自分が貰えるポイントをいかに最大化するか。,1,1,y2l70usy,,,,,0
12,1wag9qb2,SUB10,0,139,139,q,final,2025-10-29 01:33:12.360903,1,,,1725.0,12,,0.0,男性,24,22,自分の報酬が大きくなるようにした,1,1,y2l70usy,,,,,0
13,8q949lfb,SUB14,0,139,139,q,final,2025-10-29 01:33:12.283568,1,,,2377.0,13,,0.0,男性,20,10,自分の利得が最も高くなること、最も低い収益率になること,1,1,y2l70usy,,,,,0
14,owsrn4kr,SUB15,0,139,139,q,final,2025-10-29 01:33:12.526623,1,,,1253.0,14,,0.0,男性,24,22,自分の利得,1,1,y2l70usy,,,,,0
15,nzu47115,SUB12,0,139,139,q,final,2025-10-29 01:33:12.712214,1,,,2092.0,15,,0.0,男性,19,10,全員が10ポイントを投資すれば、安定して利得18を獲得できるはず,1,1,y2l70usy,,,,,0
16,nhgguk36,SUB18,0,139,139,q,final,2025-10-29 01:33:12.973739,1,,,1725.0,16,,0.0,男性,22,26,できるだけ損しないように,1,1,y2l70usy,,,,,0
17,lxwf03p4,SUB17,0,139,139,q,final,2025-10-29 01:33:13.032739,1,,,2887.0,17,,0.0,男性,19,11,ほかの人があまり大きな額をかけないと考えて自分も小さめの数を選んだ,1,1,y2l70usy,,,,,0
18,lbp0s248,SUB16,0,139,139,q,final,2025-10-29 01:33:13.074553,1,,,1890.0,18,,0.0,男性,23,8,前の回の結果を参考にして決めた,1,1,y2l70usy,,,,,0
19,amq61fdl,SUB20,0,139,139,q,final,2025-10-29 01:33:13.459330,1,,,2267.0,19,,0.0,男性,24,22,損をしないように,1,1,y2l70usy,,,,,0
20,2yj6jmny,SUB21,0,139,139,q,final,2025-10-29 01:33:13.522332,1,,,2100.0,20,,0.0,男性,24,22,自身の利益が最大になる（収益率は低くても投資額を減らし他の人の投資額から利益を得る）,1,1,y2l70usy,,,,,0
21,ztrok7l0,SUB22,0,139,139,q,final,2025-10-29 01:33:13.923214,1,,,1453.0,21,,0.0,男性,20,7,どうすればより多くの利益を得られるか,1,1,y2l70usy,,,,,0
22,qv0fhzvw,SUB19,0,139,139,q,final,2025-10-29 01:33:14.058388,1,,,1940.0,22,,0.0,男性,24,22,他の人がどれだけ投資するか,1,1,y2l70usy,,,,,0
23,54c32q93,SUB23,0,139,139,q,final,2025-10-29 01:33:14.102899,1,,,1250.0,23,,0.0,男性,21,10,大きな利益を得ようとした,1,1,y2l70usy,,,,,0
24,5v1tvuhs,SUB24,0,139,139,q,final,2025-10-29 01:33:14.818439,1,,,1865.0,24,,0.0,男性,22,27,最初は全員で10ポイント出し合う（利得が最大になる）ことを想定していたが、途中から0ポイントしか投資しないメンバーが現れたため、自分も0ポイントしか出さない（できるかぎり損をしない）ようにした。  残念ながらラウンド2での報酬は自分が10ポイント投資して他のメンバーが0ポイントしか投資しなかったため、元本割れをしてしまった。,1,1,y2l70usy,,,,,0
